State,500,507,514,521
Alabama,1620.2682926829268,1686.0833333333333,1631.6,1254.4864864864865
Alaska,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Arizona,5564.580645161291,2971.5068493150684,3051.6,1882.4736842105262
Arkansas,1522.909090909091,1677.7111111111112,1620.3902439024391,1223.9473684210527
California,6989.363636363636,4728.450549450549,4171.423076923077,3488.4736842105262
Colorado,4646.12676056338,3324.391304347826,2408.7948717948716,1740.5192307692307
Connecticut,1351.8235294117646,1677.7111111111112,1620.3902439024391,1208.8
Delaware,1351.8235294117646,1677.7111111111112,1620.3902439024391,1208.8
District of Columbia,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Florida,11031.581081081082,9649.82,6492.981481481482,4416.673469387755
Georgia,4538.304347826087,2348.4814814814813,2394.5789473684213,1740.5192307692307
Hawaii,1351.8235294117646,1677.7111111111112,1620.3902439024391,1225.7333333333333
Idaho,1351.8235294117646,1677.7111111111112,1620.3902439024391,1225.7333333333333
Illinois,5608.611764705883,3324.391304347826,3545.9848484848485,2215.842105263158
Indiana,4646.12676056338,2027.2676056338028,2321.4,1474.046511627907
Iowa,1351.8235294117646,1677.7111111111112,1631.6,1508.5
Kansas,1351.8235294117646,1677.7111111111112,1620.3902439024391,1208.8
Kentucky,2385.478260869565,1841.8507462686566,1634.2954545454545,1508.5
Louisiana,2066.0625,2014.3292682926829,2053.0232558139537,1750.5135135135135
Maine,1351.8235294117646,1677.7111111111112,1631.6,1208.8
Maryland,1547.4285714285713,1677.7111111111112,1620.3902439024391,1208.8
Massachusetts,1812.6285714285714,1724.2539682539682,1631.6,1155.25
Michigan,4646.12676056338,3324.391304347826,2267.4418604651164,1645.063492063492
Minnesota,2683.7755102040815,1841.8507462686566,1634.2954545454545,1208.8
Mississippi,1444.05,1841.8507462686566,1620.3902439024391,1508.5
Missouri,4538.304347826087,3258.7471264367814,2415.9,2215.842105263158
Montana,1351.8235294117646,1677.7111111111112,1620.3902439024391,1225.7333333333333
Nebraska,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Nevada,1620.2682926829268,1677.7111111111112,1620.3902439024391,1208.8
New Hampshire,1351.8235294117646,1677.7111111111112,1620.3902439024391,1225.7333333333333
New Jersey,2067.8695652173915,1841.8507462686566,1786.078947368421,1645.063492063492
New Mexico,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
New York,5564.580645161291,3445.451612903226,3545.9848484848485,2104.255319148936
North Carolina,4646.12676056338,3324.391304347826,3545.9848484848485,2135.3870967741937
North Dakota,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Ohio,4646.12676056338,3324.391304347826,3545.9848484848485,2135.3870967741937
Oklahoma,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Oregon,2437.0833333333335,1761.1038961038962,1631.6,1225.7333333333333
Pennsylvania,4946.686046511628,3324.391304347826,3545.9848484848485,2736.4166666666665
Puerto Rico,1351.8235294117646,1677.7111111111112,1620.3902439024391,1208.8
Rhode Island,1351.8235294117646,1677.7111111111112,1620.3902439024391,1225.7333333333333
South Carolina,5639.639097744361,2020.4776119402984,1786.078947368421,1661.0666666666666
South Dakota,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Tennessee,2305.6666666666665,2020.4776119402984,1786.078947368421,1387.9285714285713
Texas,7813.537634408603,5738.027027027027,6131.602564102564,5904.444444444444
Utah,1620.2682926829268,1677.7111111111112,1620.3902439024391,1223.9473684210527
Vermont,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
Virginia,4646.12676056338,2020.4776119402984,1677.820512820513,1640.8333333333333
Washington,6184.5,4523.756756756757,3177.455882352941,6795.809523809524
West Virginia,1522.909090909091,1677.7111111111112,1631.6,1208.8
Wisconsin,1749.28125,1724.2539682539682,1631.6,1176.56
Wyoming,1351.8235294117646,1677.7111111111112,1620.3902439024391,1508.5
